D507C2,2012575,BT245_K27M_hu_diff_m10y20_H3K27me3,hg38,h3k27me3
D507C1,2012575,BT245_K27M_hu_m10y20_H3K27me3,hg38,h3k27me3
D507C4,2012575,BT245_K27M_KO_hu_diff_m10y20_H3K4me3,hg38,h3k4me3
D507C3,2012575,BT245_K27M_KO_hu_diff_m10y20_H3K27me3,hg38,h3k27me3
