D704C05,2013807,OVP26_m19_Recurrente_01_2021_H3K4me3,hg38,h3k4me3
D704C04,2013807,OVP26_m19_Recurrente_01_2021_H3K27me3,hg38,h3k27me3
D704C03,2013807,OVP26_m1_Control_12_2020_H3K27me3,hg38,h3k27me3
D704C02,2013807,OVP26_m1_Control_12_2020_H3K4me3,hg38,h3k4me3
D704C01,2013807,OVP26_m14_Resistante_11_2020_H3K27me3,hg38,h3k27me3
