D542C03,2012810,OJ_m6374_p2_H3K27me3,mm10,h3k27me3
D542C05,2012810,CB_H3K27me3,hg38,h3k27me3
D542C02,2012810,OT_m6374_p2_H3K4me3,mm10,h3k4me3
D542C04,2012810,OJ_m6374_p2_H3K4me3,mm10,h3k4me3
D542C01,2012810,OT_m6374_p2_H3K27me3,mm10,h3k27me3
