/data/kdi_prod/project_result/1184/02.00/results/BCL/211122_A00514_0846_BHMYMVDRXY,1_Exp1_H3K27me3,MM468_hu_inDrop_m11y21_H3K27me3,hg38,h3k27me3
/data/kdi_prod/project_result/1184/02.00/results/BCL/211122_A00514_0846_BHMYMVDRXY,2_Exp2_H3K4me3,MM468_hu_inDrop_m11y21_H3K4me3,hg38,h3k27me3
/data/kdi_prod/project_result/1184/02.00/results/BCL/211122_A00514_0846_BHMYMVDRXY,3_Exp2_H3K4me1,MM468_hu_inDrop_m11y21_H3K4me1,hg38,h3k27me3
